DecYear,Lat,BGFlx
"2014.0363"," -5.24","3.17e-08"
"2014.0365","-24.87","3.18e-07"
"2014.0365","-26.41","1.57e-08"
"2014.0368","  6.18","1.32e-08"
"2014.0368","  7.57","5.62e-08"
"2014.0368","  7.70","5.58e-08"
"2014.0369","-12.88","3.44e-08"
"2014.0369","-12.48","1.50e-08"
"2014.0370","-12.90","9.31e-08"
"2014.0370","-13.06","9.85e-07"
"2014.0371"," -6.56","1.28e-08"
"2014.0371","  6.95","2.73e-07"
"2014.0372","  7.39","7.13e-08"
"2014.0373","-10.15","1.72e-08"
"2014.0376","  7.08","2.07e-08"
"2014.0376"," -5.61","1.47e-07"
"2014.0377","-13.63","2.86e-08"
"2014.0377","-16.88","2.16e-07"
"2014.0379","  7.59","3.83e-07"
"2014.0379","  7.34","1.27e-08"
"2014.0380"," -4.37","4.49e-08"
"2014.0381"," -4.22","1.81e-08"
"2014.0382"," -4.93","1.34e-08"
"2014.0383","-16.11","5.47e-08"
"2014.0383"," -5.08","1.02e-07"
"2014.0383"," -5.25","2.61e-08"
"2014.0385"," -8.82","8.29e-08"
"2014.0386"," -8.72","1.35e-08"
"2014.0388"," -8.56","2.37e-08"
"2014.0388","  7.48","5.62e-08"
"2014.0389","-14.11","6.84e-08"
"2014.0389","-18.27","6.12e-08"
"2014.0390","-13.24","5.81e-08"
"2014.0391","-15.22","1.36e-08"
"2014.0392","-12.78","6.03e-08"
"2014.0392","-13.97","6.63e-08"
"2014.0392","-14.30","7.71e-08"
"2014.0392","-14.57","4.87e-08"
"2014.0394"," -9.18","5.02e-08"
"2014.0395","-14.16","4.21e-08"
"2014.0400","-16.55","1.02e-07"
"2014.0400","-16.86","5.02e-08"
"2014.0404","-25.08","1.14e-07"
"2014.0404","-25.05","7.90e-08"
"2014.0407","-12.67","2.85e-08"
"2014.0412","-17.42","4.29e-08"
"2014.0412","-17.42","2.27e-08"
"2014.0413","-15.64","6.81e-08"
"2014.0415","-17.64","4.95e-08"
"2014.0417","-16.45","7.03e-08"
"2014.0418","-23.66","1.03e-07"
"2014.0426","-15.52","3.53e-08"
"2014.0426","-23.07","4.06e-07"
"2014.0428","-22.76","7.41e-07"
"2014.0432","-20.83","2.17e-08"
"2014.0432","-20.71","1.94e-08"
"2014.0435","-21.86","1.20e-08"
"2014.0435","-22.42","2.69e-07"
"2014.0436","-23.48","2.63e-06"
"2014.0439","-23.65","3.14e-07"
"2014.0441","-18.34","1.57e-06"
"2014.0442","-23.85","4.09e-08"
"2014.0443","-23.33","4.79e-07"
"2014.0444","-24.10","8.74e-08"
"2014.0445","-26.20","2.35e-07"
"2014.0446","-21.74","3.10e-08"
"2014.0448","-23.77","1.24e-07"
"2014.0448","-23.90","1.36e-06"
"2014.0449","-23.67","1.40e-07"
"2014.0456","-21.88","1.47e-08"
"2014.0457","-23.42","1.30e-07"
"2014.0460","-23.33","1.36e-06"
"2014.0461","-23.79","1.70e-06"
"2014.0466","-23.67","7.40e-07"
"2014.0468"," 12.24","1.17e-07"
"2014.0468"," 12.27","6.52e-08"
"2014.0468","-13.16","1.72e-07"
"2014.0469","-23.53","1.45e-07"
"2014.0470","-23.37","1.81e-06"
"2014.0471","-23.07","1.19e-07"
"2014.0472","-23.42","6.77e-08"
"2014.0473","-21.38","8.86e-08"
"2014.0473","-22.60","5.00e-08"
"2014.0475","-13.19","7.02e-07"
"2014.0477","-27.72","5.11e-08"
"2014.0477","-26.50","2.21e-08"
"2014.0477","-27.42","1.38e-08"
"2014.0477","-22.80","3.63e-08"
"2014.0479","-23.14","1.97e-07"
"2014.0479","-21.61","1.43e-08"
"2014.0481","-21.10","2.48e-08"
"2014.0481","-10.02","2.58e-07"
"2014.0483","-13.98","1.27e-07"
"2014.0486","-12.01","4.40e-08"
"2014.0486","-12.07","3.20e-08"
"2014.0488","-24.00","2.23e-07"
"2014.0488","-24.08","1.21e-06"
"2014.0490","-20.04","6.22e-08"
"2014.0493","-23.80","3.62e-08"
"2014.0493","-23.72","5.55e-08"
"2014.0495","-20.48","7.82e-08"
"2014.0495","-20.09","1.38e-07"
"2014.0497","-24.40","1.04e-07"
"2014.0501","-21.04","1.48e-08"
"2014.0506"," -9.39","9.57e-08"
"2014.0506","-23.18","3.53e-08"
"2014.0515","-20.28","3.25e-08"
"2014.0520","-25.54","4.06e-08"
"2014.0522","-24.22","1.08e-07"
"2014.0522","-24.07","7.52e-08"
"2014.0526","-24.07","6.41e-07"
"2014.0528","-24.30","2.41e-06"
"2014.0531","-12.01","3.79e-08"
"2014.0533","-11.25","3.79e-08"
"2014.0534","-24.42","7.68e-08"
"2014.0534","-24.37","3.41e-08"
"2014.0535","-15.02","1.68e-08"
"2014.0535","-11.54","7.28e-08"
"2014.0535","-11.41","1.46e-08"
"2014.0535","-24.34","3.29e-08"
"2014.0536","-23.73","1.33e-08"
"2014.0537","-24.56","1.86e-07"
"2014.0539","-24.88","6.45e-08"
"2014.0541","-26.83","1.35e-07"
"2014.0542","-24.79","1.69e-08"
"2014.0543","-12.05","2.65e-07"
"2014.0543"," 10.40","1.61e-07"
"2014.0546","-10.68","2.34e-06"
"2014.0547","-10.05","2.07e-08"
"2014.0549"," -9.57","1.54e-08"
"2014.0551","-26.24","1.81e-08"
"2014.0551"," -9.12","1.93e-08"
"2014.0552","-25.27","2.25e-08"
"2014.0552","-25.56","1.33e-08"
"2014.0553","-26.07","2.22e-08"
"2014.0553","-23.73","1.32e-07"
"2014.0555","-25.97","3.99e-08"
"2014.0555","-26.19","5.06e-08"
"2014.0558","-25.84","1.47e-08"
"2014.0562","-24.81","1.06e-07"
"2014.0563","-24.28","4.15e-07"
"2014.0564","-24.48","2.80e-08"
"2014.0567"," -8.81","1.89e-08"
"2014.0567","-25.42","9.97e-08"
"2014.0568","-37.93","2.09e-07"
"2014.0571","-15.70","1.87e-07"
"2014.0572"," 12.24","3.30e-08"
"2014.0573","-16.09","6.30e-08"
"2014.0573","-15.93","3.09e-08"
"2014.0573","-16.08","2.61e-08"
"2014.0578"," 12.15","3.87e-08"
"2014.0580"," 11.27","2.71e-08"
"2014.0580"," -6.16","9.42e-08"
"2014.0580"," -6.69","5.52e-08"
"2014.0584"," -8.32","1.34e-08"
"2014.0584","-26.97","3.20e-07"
"2014.0585","-15.23","5.07e-08"
"2014.0588"," 13.10","1.41e-07"
"2014.0589","-21.04","3.05e-08"
"2014.0589","-12.11","1.36e-07"
"2014.0590","-13.86","8.77e-08"
"2014.0591"," 12.91","3.07e-08"
"2014.0591"," 12.69","1.33e-08"
"2014.0593","-14.53","1.06e-07"
"2014.0691","  6.91","3.04e-07"
"2014.0695","-16.90","6.47e-07"
"2014.0697","-15.95","2.19e-06"
"2014.0710","  6.73","4.70e-07"
"2014.0714","-16.43","8.81e-06"
"2014.0715","-14.07","2.42e-07"
"2014.0718","-12.43","4.47e-07"
"2014.0720","-13.96","1.86e-07"
"2014.0722","  8.20","8.73e-07"
"2014.0722","  8.21","3.69e-07"
"2014.0722","  7.62","3.53e-06"
"2014.0725","  6.17","7.94e-07"
"2014.0732","-13.63","1.01e-07"
"2014.0734","-14.47","1.34e-06"
"2014.0734","-12.37","4.06e-06"
"2014.0735","-15.37","1.95e-06"
"2014.0736","-11.67","9.92e-07"
"2014.0736","-12.36","3.99e-07"
"2014.0738","-15.34","5.01e-05"
"2014.0739","-11.95","2.36e-08"
"2014.0741","-12.23","6.12e-07"
"2014.0743","-11.39","1.25e-06"
"2014.0747","-11.15","6.30e-07"
"2014.0754","-15.20","9.18e-06"
"2014.0756","-12.22","1.01e-06"
"2014.0757","-11.08","3.89e-05"
"2014.0759","  8.04","3.23e-06"
"2014.0759","-12.38","2.92e-07"
"2014.0760","-12.83","7.42e-08"
"2014.0761","-12.63","1.41e-06"
"2014.0762","-14.79","7.30e-07"
"2014.0763","-16.18","1.34e-06"
"2014.0765","-11.75","3.27e-07"
"2014.0765","-14.32","7.64e-07"
"2014.0765","-14.14","2.30e-05"
"2014.0765","-13.87","1.03e-06"
"2014.0767","-12.87","3.86e-08"
"2014.0768","-13.84","2.53e-06"
"2014.0769","-13.04","9.95e-08"
"2014.0769","-13.62","4.13e-08"
"2014.0770","-14.93","6.42e-08"
"2014.0770","-14.07","2.68e-07"
"2014.0770","-13.79","7.32e-08"
"2014.0771","  6.51","2.56e-06"
"2014.0772","-13.17","9.73e-08"
"2014.0772","-11.49","5.33e-06"
"2014.0774","-12.45","5.11e-08"
"2014.0774","-13.59","2.01e-08"
"2014.0774","-12.45","8.52e-08"
"2014.0774","-13.57","1.17e-07"
"2014.0776","-13.49","9.88e-08"
"2014.0777","-13.42","7.16e-07"
"2014.0778","-13.66","2.83e-07"
"2014.0778","-13.13","5.78e-08"
"2014.0778","-13.71","1.86e-08"
"2014.0779","-15.46","2.82e-08"
"2014.0779","-13.78","1.85e-08"
"2014.0779","-13.56","1.03e-08"
"2014.0779","-13.33","4.92e-08"
"2014.0780","-13.19","9.00e-08"
"2014.0780","-13.29","1.32e-07"
"2014.0780","-13.43","5.28e-08"
"2014.0781","-13.44","4.59e-08"
"2014.0781","-13.65","6.19e-08"
"2014.0781","-13.53","2.74e-08"
"2014.0782","-12.49","7.22e-08"
"2014.0782","-12.32","2.88e-07"
"2014.0783","-13.28","1.89e-08"
"2014.0783","-10.94","1.26e-07"
"2014.0783","-14.68","2.14e-07"
"2014.0784","-12.21","6.18e-07"
"2014.0785","-12.47","1.75e-08"
"2014.0788","-12.65","9.69e-08"
"2014.0788","-14.03","3.68e-08"
"2014.0788","-14.66","9.68e-08"
"2014.0789","-14.12","1.78e-08"
"2014.0789","-14.21","8.76e-08"
"2014.0790","-11.32","5.53e-07"
"2014.0790","-11.50","2.02e-06"
"2014.0792","-12.22","5.75e-08"
"2014.0792","-12.33","1.29e-08"
"2014.0792"," -9.92","5.65e-07"
"2014.0793","-11.25","5.15e-08"
"2014.0793","-12.57","3.26e-08"
"2014.0794","-15.34","1.07e-06"
"2014.0794","-15.18","4.40e-08"
"2014.0794","-15.68","9.59e-08"
"2014.0795","-15.77","7.43e-07"
"2014.0796","-13.42","1.99e-07"
"2014.0796","-13.29","1.49e-07"
"2014.0796","-12.78","2.09e-07"
"2014.0797","-13.71","9.68e-08"
"2014.0798","-12.15","1.23e-06"
"2014.0799","-12.40","4.16e-08"
"2014.0799","-14.20","1.77e-08"
"2014.0800","-12.05","1.51e-06"
"2014.0801","-13.84","1.89e-07"
"2014.0801","-13.25","1.04e-07"
"2014.0801","-14.54","2.89e-07"
"2014.0801","-22.46","4.75e-07"
"2014.0803","-12.06","2.13e-07"
"2014.0806","-14.61","7.54e-07"
"2014.0807","-13.90","1.29e-07"
"2014.0807","-14.29","2.11e-06"
"2014.0809","-13.83","4.25e-07"
"2014.0810","-14.01","4.74e-07"
"2014.0810","-10.74","1.15e-07"
"2014.0810","-13.02","9.13e-08"
"2014.0810","-12.07","5.97e-08"
"2014.0811","-13.01","7.01e-08"
"2014.0811","-13.42","9.55e-08"
"2014.0811","-12.84","4.72e-07"
"2014.0812","-11.94","6.57e-08"
"2014.0812","-14.28","1.94e-07"
"2014.0812","  7.76","1.49e-07"
"2014.0812","-11.77","3.60e-07"
"2014.0815","-14.08","4.39e-08"
"2014.0817","-15.13","1.41e-08"
"2014.0817","-12.96","4.91e-08"
"2014.0818","-12.97","4.47e-08"
"2014.0818","-15.06","1.26e-07"
"2014.0818","-13.95","6.08e-08"
"2014.0818","-13.99","2.18e-08"
"2014.0819","-13.30","2.48e-08"
"2014.0819","-13.88","4.78e-08"
"2014.0819","-13.25","1.12e-07"
"2014.0819","-13.14","2.11e-08"
"2014.0820","-13.25","1.68e-08"
"2014.0821","-17.39","3.38e-06"
"2014.0821","-15.07","2.99e-07"
"2014.0823"," -8.38","2.08e-07"
"2014.0823","-13.26","1.34e-07"
"2014.0824","-13.36","1.84e-08"
"2014.0824","  6.67","2.16e-08"
"2014.0825","-13.25","3.21e-07"
"2014.0825"," -7.98","3.58e-08"
"2014.0827","-11.56","2.18e-07"
"2014.0827","-12.51","4.77e-07"
"2014.0828","-16.01","3.42e-07"
"2014.0829","-13.20","9.55e-08"
"2014.0830","-13.99","2.14e-07"
"2014.0830","  9.26","3.91e-08"
"2014.0831","-13.93","1.82e-07"
"2014.0832","-10.49","2.67e-07"
"2014.0834","-13.20","3.65e-07"
"2014.0834","-12.92","5.03e-07"
"2014.0834","-14.55","7.82e-07"
"2014.0837","-13.08","9.23e-08"
"2014.0837","-11.44","3.08e-08"
"2014.0838","-12.18","6.26e-07"
"2014.0839","-11.34","6.02e-08"
"2014.0839","-13.40","4.33e-07"
"2014.0839","-13.21","5.90e-08"
"2014.0839","-13.03","3.70e-08"
"2014.0839","-12.89","1.71e-08"
"2014.0839","-13.15","3.86e-08"
"2014.0840","-14.08","8.23e-08"
"2014.0841","  5.81","9.15e-08"
"2014.0841","-13.36","9.79e-07"
"2014.0841"," 14.47","1.53e-06"
"2014.0843"," -3.44","1.44e-07"
"2014.0843","-12.27","1.36e-08"
"2014.0843","-16.76","8.62e-08"
"2014.0846","-11.80","2.44e-08"
"2014.0846"," -5.66","1.23e-06"
"2014.0848","-11.18","3.29e-07"
"2014.0849","-10.92","5.26e-07"
"2014.0850","-10.57","4.44e-06"
"2014.0852","-11.31","4.95e-07"
"2014.0852","-10.82","6.87e-07"
"2014.0853","-11.49","2.64e-07"
"2014.0854","-10.52","9.19e-07"
"2014.0855"," 21.18","1.05e-08"
"2014.0855"," -7.53","4.71e-08"
"2014.0855"," -9.46","5.40e-08"
"2014.0856","-19.17","4.10e-07"
"2014.0856","-11.47","3.04e-06"
"2014.0857","-11.02","2.85e-08"
"2014.0857"," -6.68","1.48e-08"
"2014.0857","-14.40","2.12e-07"
"2014.0857","-14.52","2.15e-07"
"2014.0858","-11.06","2.76e-05"
"2014.0859","-19.14","2.03e-07"
"2014.0861","-13.60","4.64e-08"
"2014.0861","-13.30","4.84e-07"
"2014.0862","-10.72","3.32e-08"
"2014.0863","-11.39","3.52e-08"
"2014.0863","-11.16","5.41e-08"
"2014.0863","-11.03","1.38e-08"
"2014.0864","-11.33","1.71e-07"
"2014.0865"," -4.69","5.20e-07"
"2014.0866","-13.45","1.54e-07"
"2014.0866"," 11.54","1.73e-07"
"2014.0867","-12.60","2.47e-08"
"2014.0868","-14.07","1.02e-06"
"2014.0868"," 12.33","1.24e-07"
"2014.0869","-13.52","2.19e-07"
"2014.0869","-13.56","1.94e-08"
"2014.0869","-13.32","2.01e-07"
"2014.0869","-12.07","2.69e-08"
"2014.0870","-13.40","2.41e-07"
"2014.0870","-14.44","9.54e-07"
"2014.0870","-10.84","4.06e-07"
"2014.0870","-10.87","1.04e-06"
"2014.0871","-12.30","1.97e-08"
"2014.0871","-11.26","2.47e-07"
"2014.0872","-11.62","1.64e-07"
"2014.0872","-11.57","5.78e-08"
"2014.0872","-11.19","2.11e-08"
"2014.0872","-11.02","9.15e-08"
"2014.0873","-14.61","1.74e-06"
"2014.0873","-11.35","1.89e-07"
"2014.0873","-11.54","1.04e-07"
"2014.0874","-13.46","2.98e-08"
"2014.0875","-12.60","7.21e-08"
"2014.0875"," 10.35","3.36e-07"
"2014.0876"," 12.18","1.22e-06"
"2014.0877","-11.78","5.61e-07"
"2014.0877","-13.15","2.83e-07"
"2014.0878","-11.37","9.73e-08"
"2014.0878","-10.38","7.01e-08"
"2014.0879","-11.00","2.94e-07"
"2014.0879","-12.83","1.58e-07"
"2014.0879","-10.57","5.51e-08"
"2014.0879","-12.67","1.09e-08"
"2014.0881","-13.19","6.23e-08"
"2014.0881","-11.78","1.89e-07"
"2014.0881","-13.85","9.22e-08"
"2014.0881","-11.44","3.53e-08"
"2014.0882","-11.25","1.21e-07"
"2014.0882"," 12.17","1.23e-06"
"2014.0883"," 10.23","2.19e-07"
"2014.0883","-14.15","2.32e-06"
"2014.0884","-10.96","1.64e-06"
"2014.0884"," 13.01","1.87e-05"
"2014.0885","-13.61","3.16e-07"
"2014.0885","-10.37","2.02e-08"
"2014.0886","-11.04","1.42e-05"
"2014.0887","-10.83","1.99e-07"
"2014.0889","-10.68","1.06e-07"
"2014.0890","-10.91","1.14e-06"
"2014.0890","-11.25","1.37e-07"
"2014.0890","-10.78","7.13e-06"
"2014.0891","-14.88","1.20e-07"
"2014.0892","-11.04","2.80e-07"
"2014.0892","-11.08","1.07e-07"
"2014.0892","-10.80","1.95e-07"
"2014.0892","-11.18","1.08e-06"
"2014.0893","  9.65","3.16e-06"
"2014.0893","-11.06","1.69e-06"
"2014.0894","-11.25","9.77e-08"
"2014.0895","-12.30","4.57e-08"
"2014.0895","-11.44","4.27e-08"
"2014.0895","-12.10","7.52e-08"
"2014.0895","  9.08","2.54e-06"
"2014.0896","  9.63","7.63e-06"
"2014.0897","-10.99","1.64e-07"
"2014.0897","-11.35","5.44e-07"
"2014.0897","-10.39","3.03e-05"
"2014.0898","-10.49","5.61e-08"
"2014.0899","-10.68","3.06e-07"
"2014.0899","  9.50","5.63e-07"
"2014.0899","  9.74","4.86e-07"
"2014.0899","  9.78","5.28e-07"
"2014.0899","-11.44","6.16e-08"
"2014.0900","-10.43","1.26e-08"
"2014.0900","-11.16","9.70e-07"
"2014.0900","-11.14","6.88e-08"
"2014.0901","-11.37","5.99e-08"
"2014.0901","-11.42","1.57e-08"
"2014.0901","-11.09","1.92e-07"
"2014.0901","-11.28","4.46e-08"
"2014.0901"," 10.06","2.82e-07"
"2014.0901","-10.38","4.89e-06"
"2014.0902","-10.75","3.00e-06"
"2014.0902","  9.44","1.51e-06"
"2014.0902","-11.26","2.72e-06"
"2014.0903","-10.71","5.79e-07"
"2014.0904","-13.72","2.40e-07"
"2014.0904","-14.00","3.18e-07"
"2014.0904","  8.71","7.92e-07"
"2014.0905","  9.79","2.29e-07"
"2014.0905","  9.17","3.74e-07"
"2014.0906","-11.69","3.35e-08"
"2014.0906","-10.76","2.28e-07"
"2014.0906","  9.64","3.94e-07"
"2014.0907","  9.37","2.26e-07"
"2014.0908","-12.38","3.73e-08"
"2014.0908","-10.48","2.43e-07"
"2014.0908","-11.11","9.85e-08"
"2014.0908","-13.60","4.42e-08"
"2014.0908","-11.07","8.75e-08"
"2014.0909","-11.06","9.59e-08"
"2014.0910","-10.38","2.45e-06"
"2014.0910","-10.30","1.03e-06"
"2014.0911","-10.20","3.06e-06"
"2014.0912","-13.82","6.33e-07"
"2014.0913","-12.80","2.26e-07"
"2014.0913","-11.46","9.84e-07"
"2014.0914","-10.94","4.04e-06"
"2014.0915","-12.44","3.72e-08"
"2014.0915","-12.22","1.20e-07"
"2014.0916","-11.02","2.64e-08"
"2014.0917","-13.63","7.38e-08"
"2014.0917","-10.28","5.11e-08"
"2014.0917","-14.20","3.00e-07"
"2014.0918","-12.94","1.69e-07"
"2014.0919","-10.40","4.55e-06"
"2014.0919","-10.33","6.20e-08"
"2014.0920","-13.34","2.80e-07"
"2014.0921","-14.09","9.80e-07"
"2014.0922","-13.27","2.96e-06"
"2014.0923","-10.45","1.71e-08"
"2014.0924","-12.68","5.90e-07"
"2014.0924","-13.17","1.96e-07"
"2014.0925"," -9.94","3.05e-06"
"2014.0926","-10.48","7.43e-07"
"2014.0926"," -8.47","6.52e-07"
"2014.0926","-12.59","1.64e-07"
"2014.0926","-10.53","3.76e-08"
"2014.0926","-10.69","4.28e-06"
"2014.0927","-10.12","1.71e-08"
"2014.0927","-10.64","2.18e-08"
"2014.0928","-11.89","1.34e-07"
"2014.0928","-13.27","6.52e-07"
"2014.0928","-10.24","5.78e-07"
"2014.0929","-13.68","1.86e-06"
"2014.0930","-13.75","4.90e-06"
"2014.0930","-11.45","6.91e-07"
"2014.0931","-14.30","1.70e-07"
"2014.0931","-13.70","6.46e-07"
"2014.0931","-13.33","1.20e-07"
"2014.0931","-11.00","3.00e-08"
"2014.0932","-10.91","4.40e-07"
"2014.0932","-11.41","3.70e-06"
"2014.0933","-10.93","2.61e-05"
"2014.0935","-14.37","4.18e-06"
"2014.0935","-14.51","3.10e-08"
"2014.0937","-14.00","8.01e-08"
"2014.0937","-11.13","5.68e-08"
"2014.0939"," 12.15","7.13e-07"
"2014.0939"," 12.14","9.03e-07"
"2014.0941","-10.23","9.63e-07"
"2014.0941","-10.27","3.71e-07"
"2014.0941"," -9.80","3.58e-07"
"2014.0942","-13.19","3.58e-06"
"2014.0942","-14.22","5.83e-07"
"2014.0943","-13.74","8.95e-06"
"2014.0944","-10.48","3.43e-07"
"2014.0944","-10.53","2.70e-07"
"2014.0945","-13.08","6.75e-08"
"2014.0946","-10.71","1.64e-06"
"2014.0946","-10.09","1.13e-07"
"2014.0946","-14.04","2.03e-07"
"2014.0946","-13.29","7.09e-07"
"2014.0947","-13.94","4.90e-07"
"2014.0947","-13.89","2.25e-06"
"2014.0948","-13.80","5.95e-08"
"2014.0948","-13.52","3.50e-08"
"2014.0948","-14.02","2.75e-06"
"2014.0948","-14.83","2.13e-07"
"2014.0949","-14.38","2.54e-07"
"2014.0949","-14.44","1.42e-06"
"2014.0949","-14.73","8.09e-06"
"2014.0950","-13.49","2.42e-07"
"2014.0950","-13.67","4.08e-06"
"2014.0951","-13.42","3.32e-07"
"2014.0952","-13.49","1.11e-07"
"2014.0953","-10.53","1.16e-06"
"2014.0954","-13.88","3.82e-07"
"2014.0955","-14.00","8.55e-07"
"2014.0955","-13.13","4.36e-08"
"2014.0955"," 10.42","6.43e-07"
"2014.0955"," 10.76","1.01e-07"
"2014.0957","  8.40","3.02e-06"
"2014.0957","  8.68","1.71e-08"
"2014.0957","-13.51","1.83e-06"
"2014.0958"," 10.82","1.33e-06"
"2014.0959","-11.93","4.25e-08"
"2014.0959","-14.50","6.23e-08"
"2014.0959","-13.50","7.08e-07"
"2014.0960","-14.33","3.93e-08"
"2014.0960","-13.69","1.55e-07"
"2014.0961","-14.11","3.99e-08"
"2014.0961","-13.16","6.95e-08"
"2014.0961","-13.50","6.95e-08"
"2014.0962"," 10.26","1.16e-08"
"2014.0962","-14.00","1.40e-06"
"2014.0963","-11.01","5.61e-07"
"2014.0964","-13.56","3.05e-07"
"2014.0964","-13.85","4.26e-08"
"2014.0964"," 11.83","3.91e-07"
"2014.0965"," 14.42","5.27e-08"
"2014.0966","-14.00","8.38e-07"
"2014.0966","-12.08","3.28e-08"
"2014.0967","-11.81","8.96e-08"
"2014.0968","-11.23","2.58e-07"
"2014.0968"," 13.82","2.14e-06"
"2014.0970","  8.40","2.14e-06"
"2014.0970"," 10.39","2.67e-07"
"2014.0971"," 12.50","1.76e-06"
"2014.0972","-14.10","4.89e-07"
"2014.0972","-13.91","3.41e-07"
"2014.0972","-14.19","6.96e-07"
"2014.0973","-12.98","6.95e-08"
"2014.0973","-11.66","3.36e-07"
"2014.0973","-11.87","2.41e-07"
"2014.0973","-11.70","4.22e-07"
"2014.0974"," 12.21","3.66e-06"
"2014.0975","-12.47","1.06e-07"
"2014.0975","  8.75","2.18e-07"
"2014.0975","-11.62","1.35e-07"
"2014.0975","-12.30","8.12e-08"
"2014.0975","-12.34","8.39e-08"
"2014.0975","-12.00","2.93e-07"
"2014.0976"," 10.00","2.67e-07"
"2014.0976"," 10.97","1.23e-07"
"2014.0976","-13.40","5.66e-07"
"2014.0976","-12.00","4.04e-07"
"2014.0977","-11.36","4.77e-07"
"2014.0977","-10.15","1.18e-08"
"2014.0977"," 10.70","1.13e-06"
"2014.0978","-13.08","1.38e-07"
"2014.0979","-11.65","2.81e-07"
"2014.0979"," 12.28","2.84e-07"
"2014.0979","-11.37","8.42e-07"
"2014.0980","-10.20","1.69e-07"
"2014.0980","-10.06","7.00e-06"
"2014.0981","-11.48","1.21e-07"
"2014.0982","-15.93","1.67e-06"
"2014.0982","-10.03","9.39e-07"
"2014.0983","-10.29","7.53e-07"
"2014.0984","-13.15","5.50e-07"
"2014.0984","  9.34","4.45e-07"
"2014.0984","-13.07","1.89e-07"
"2014.0985","-14.30","2.98e-07"
"2014.0985","-13.97","2.62e-08"
"2014.0986","-13.03","7.52e-07"
"2014.0986"," 11.73","6.80e-08"
"2014.0986","  9.43","6.07e-07"
"2014.0986"," 10.80","2.67e-08"
"2014.0988"," 10.83","4.15e-07"
"2014.0988","-13.05","3.27e-07"
"2014.0989"," 10.73","4.41e-08"
"2014.0989","-12.25","7.45e-08"
"2014.0989"," -8.94","1.97e-06"
"2014.0990","-12.22","1.47e-07"
"2014.0991"," 11.74","4.98e-06"
"2014.0993","-10.10","5.00e-07"
"2014.0993","-14.83","1.50e-07"
"2014.0993","-13.47","9.07e-08"
"2014.0993","-13.25","2.11e-07"
"2014.0994","-12.13","2.97e-08"
"2014.0995","-12.43","5.59e-07"
"2014.0995","-12.06","2.07e-08"
"2014.0995","-12.05","2.44e-08"
"2014.0995"," 11.59","7.38e-08"
"2014.0995"," -9.32","8.90e-07"
"2014.0996","-12.08","1.24e-07"
"2014.0997","  9.58","3.80e-08"
"2014.0997","  9.79","1.69e-07"
"2014.0997","-13.12","3.58e-08"
"2014.0997","-12.30","1.01e-08"
"2014.0998"," 12.28","9.24e-08"
"2014.0999","-12.77","2.30e-08"
"2014.0999","-12.55","4.17e-08"
"2014.1000","-14.53","8.20e-07"
"2014.1000"," 12.21","9.80e-08"
"2014.1001","-14.29","1.68e-07"
"2014.1002"," 10.94","1.23e-07"
"2014.1002","-14.34","8.69e-08"
"2014.1002"," 11.02","2.62e-07"
"2014.1002","-14.53","1.53e-07"
"2014.1002","-14.29","1.36e-07"
"2014.1003","  9.50","1.32e-07"
"2014.1003","-13.04","3.26e-08"
"2014.1004","-12.36","8.45e-08"
"2014.1004","-13.66","1.14e-07"
"2014.1004","-14.26","9.53e-08"
"2014.1004","-14.79","1.47e-07"
"2014.1004","  9.95","1.26e-08"
"2014.1004","  9.95","1.00e-07"
"2014.1005","-13.35","4.83e-08"
"2014.1006","  9.80","2.78e-07"
"2014.1006","  9.63","1.65e-08"
"2014.1006","-12.23","1.51e-07"
"2014.1006","-13.95","2.23e-08"
"2014.1006","-14.15","6.68e-08"
"2014.1007","-14.28","1.23e-07"
"2014.1007"," 10.27","1.23e-08"
"2014.1007"," -8.44","3.35e-07"
"2014.1008","-11.58","3.57e-07"
"2014.1008"," 11.32","1.73e-07"
"2014.1008","-12.89","6.88e-08"
"2014.1008","-12.27","1.65e-08"
"2014.1009"," 11.42","6.45e-08"
"2014.1009","-15.15","3.16e-08"
"2014.1009","-12.99","3.21e-08"
"2014.1009"," 10.32","1.43e-06"
"2014.1010","-13.37","4.10e-08"
"2014.1010","-11.58","1.25e-07"
"2014.1010","-11.33","2.35e-08"
"2014.1010","-11.93","1.75e-07"
"2014.1010","-12.23","5.96e-08"
"2014.1011","-12.61","1.64e-08"
"2014.1011","-13.75","1.26e-07"
"2014.1011"," 11.34","2.60e-07"
"2014.1012"," 13.14","8.85e-07"
"2014.1013","-15.08","1.40e-05"
"2014.1015","-15.03","6.17e-08"
"2014.1015","-15.10","1.73e-08"
"2014.1015","-12.28","4.97e-07"
"2014.1016","-13.91","6.73e-07"
"2014.1016","-14.93","3.02e-08"
"2014.1017","-14.59","2.25e-08"
"2014.1017","-14.51","2.59e-08"
"2014.1017","-11.26","2.86e-08"
"2014.1017"," 12.23","6.06e-08"
"2014.1017"," 11.81","3.04e-08"
"2014.1017","-14.48","1.47e-07"
"2014.1018","-15.35","1.23e-08"
"2014.1018","-15.15","6.33e-07"
"2014.1018","-15.53","9.60e-08"
"2014.1019","-15.62","6.96e-08"
"2014.1019","-15.71","1.64e-07"
"2014.1019","-15.23","2.52e-07"
"2014.1019","-14.00","1.48e-06"
"2014.1019","-14.77","1.57e-07"
"2014.1020"," 12.49","1.03e-07"
"2014.1021","-13.95","2.35e-07"
